,site,year,species,nestID,loc_Year_nestID,plot,Nest_location_northing_WGS84_Dec_degree,Nest_location_Easting_WGS84_Dec_degree,Photo_taken,temp_probe,Trapped(y/n),First_Trapping_date,Second_Trapping_date,Third_Trapping_date,Mayfield_start_date (formula),Mayfield_end date (formula),Mayfield_end_date (formula)_source,Mayfield_days (formula),Fate ,fail cause,Completed_Clutch_Size,Observed_Clutch_Completion_date,#_of_Eggs_Hatched,Hatch_Date,Method_Hatch_Date_Determined,Estimated Nest Initiation Date,Estimated_nest_initiation_date_source,Inc_duration_used_for_estimated_nest_initiation_calculation,Clutch_size_when_nest_found,Clutch_status_when_nest_found,Date Found ,Last Active,Last Checked,June 1st,June 2nd,June 3rd,June 4th,June 5th,June 6th,June 7th,June 8th,June 9th,June 10th,June 11th,June 12th,June 13th,June 14th,June 15th,June 16th,June 17th,June 18th,June 19th,June 20th,June 21st,June 22nd,June 23rd,June 24th,June 25th,June 26th,June 27th,June 28th,June 29th,June 30th,July 1st,July 2nd,July 3rd,July 4th,July 5th,July 6th,July 7th,July 8th,July 9th,July 10th,July 11th,July 12th,July 13th,July 14th,July 15th,July 16th,July 17th,July 18th,July 19th,July 20th,July 21st,July 22nd,July 23rd,July 24th,July 25th,July 26th,July 27th,July 28th,July 29th,July 30th,July 31st,August 1st,August 2nd,August 3rd,August 4th,August 5th,Notes_Field,,
,East Bay Mainland,2001,SEPL,SEPLN15,e2001-SEPLN15,,63.99583,-81.73781,,,,,,,02-Jul-2001,18-Jul-2001,date last active,16,unknown,na,4,,unk,,,29-Jun-2001,before_this_date_not_floated,24,4,complete,02-Jul-2001,18-Jul-2001,18-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"renest of n7, 4e. 1828h",,,,,,4,4@1335h,,"4, 1 light *, 1715h",,,"4 eggs, 1 dinted - 1400h",,,,"4 eggs, no*, 1 egg dinted",,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2001,SEPL,SEPLN16,e2001-SEPLN16,,63.99903,-81.72319,,,,,,,06-Jul-2001,08-Jul-2001,date between last active and last checked,2,failed,predated,4,06-Jul-2001,0,,,03-Jul-2001,egg floating,24,3,incomplete,05-Jul-2001,07-Jul-2001,09-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"renest of n10?, 3 eggs, 1853h(bird was just standing beside nest - may not have owned eggs)",,"4 no*, 1310h",,"0, no bits, 1300h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2001,SEPL,SEPLN17,e2001-SEPLN17,,63.99311,-81.74422,,,,,,,14-Jul-2001,16-Jul-2001,hatch date,2,success,na,,,1-2,16-Jul-2001,chick seen,19-Jun-2001,hatch_date_minus_incubation_duration,24,2,unknown,14-Jul-2001,16-Jul-2001,16-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 eggs?,,"2 eggs, no*, cold, 1 old? Chick",,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA10,e2001-WRSA10,,63.98586,-81.70872,,,,,,,19-Jun-2001,20-Jun-2001,date between last active and last checked,1.5,failed,predated,4,,0,,,16-Jun-2001,before_this_date_not_floated,22,4,complete,19-Jun-2001,19-Jun-2001,22-Jun-2001,,,,,,,,,,,,,,,,,,,4 eggs (1159h),,,"0 Eggs (1106h), Dep. (1/2 Eggs strewn)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA11,e2001-WRSA11,,63.99342,-81.68772,,,,,,,04-Jul-2001,14-Jul-2001,date between last active and last checked,10,failed,predated,3,,0,,,20-Jun-2001,,22,3,complete,04-Jul-2001,13-Jul-2001,15-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 (1153h),3 (1022h),3 Noth. (1221h),,3 No Star (1414h),,,"1*, 2 Noth. (1754h)",,"1*, 2 Noth. (1239h)",,No Bits (1040h),,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA12,e2001-WRSA12,,63.99450,-81.68808,,,,,,,08-Jul-2001,21-Jul-2001,date last active,13,unknown,na,4,08-Jul-2001,unk,,,05-Jul-2001,egg floating,22,1,incomplete,05-Jul-2001,21-Jul-2001,21-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"F. on 1, (1107h)",,,4 No Star (1424h),,,,,,,,,4 Noth.,,,,4,,,,,Others checked these (too late!),,,,"Empty, no Bits",,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA13,e2001-WRSA13,,63.99786,-81.68989,,,,,,,09-Jul-2001,19-Jul-2001,date last active,10,unknown,na,4,,unk,,,06-Jul-2001,before_this_date_not_floated,22,4,complete,09-Jul-2001,19-Jul-2001,19-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 No Stars (1546h),"3 Noth., 1 I Broke! (1730h)",,3 Noth.,3 Noth. (1308h),,,,,,3 Noth. (1444h),,,,,,,,,,,"Empty, no Bits",,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA14,e2001-WRSA14,,63.98647,-81.69594,,,,,,,12-Jul-2001,21-Jul-2001,date last active,9,unknown,na,2,,unk,,,11-Jul-2001,before_this_date_not_floated,22,2,complete,12-Jul-2001,21-Jul-2001,21-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 (1318h),,2 Warm (1423h),,,2 Warm (0957h),,,,2 Noth. (0840h),,,,,,,,,"Empty, no Bits",,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA15,e2001-WRSA15,,63.98536,-81.70867,,,,,,,12-Jul-2001,13-Jul-2001,date between last active and last checked,1.5,failed,human,,,0,,,11-Jul-2001,before_this_date_not_floated,22,2,unknown,12-Jul-2001,12-Jul-2001,15-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Eggs (I stepped on) (1438h),,,"0, No Bits (1639h)",,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2001,WRSA,WRSA16,e2001-WRSA16,,63.99394,-81.68800,,,,,,,19-Jul-2001,21-Jul-2001,date last active,2,unknown,na,3,,unk,,,17-Jul-2001,before_this_date_not_floated,22,3,complete,19-Jul-2001,21-Jul-2001,21-Jul-2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Light (1426h),,3 Noth. (1119h),,,,,,,,,Couldn’t Find,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA01,e2002-ARA01,,63.99747,-81.72019,,,,,,,28-Jun-2002,07-Jul-2002,date between last active and last checked,9.5,failed,predated,,,0,,,,,22,1,unknown,28-Jun-2002,28-Jun-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA02,e2002-ARA02,,63.99903,-81.72317,,,,,,,02-Jul-2002,09-Jul-2002,date between last active and last checked,7.5,failed,predated,,,0,,,,,22,1,unknown,02-Jul-2002,02-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA03,e2002-ARA03,,64.00764,-81.67639,,,,,,,05-Jul-2002,11-Jul-2002,date between last active and last checked,6,failed,predated,,,0,,,,,22,2,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2@1,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA04,e2002-ARA04,,63.99844,-81.71744,,,,,,,05-Jul-2002,05-Jul-2002,date last active,0,unknown,na,,,unk,,,,,22,2,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2@3,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA05,e2002-ARA05,,63.99797,-81.72619,,,,,,,05-Jul-2002,11-Jul-2002,date between last active and last checked,6,failed,predated,,,0,,,,,22,1,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA06,e2002-ARA06,,63.99597,-81.73644,,,,,,,05-Jul-2002,11-Jul-2002,date between last active and last checked,6,failed,predated,,,0,,,,,22,1,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA07,e2002-ARA07,,63.99908,-81.72097,,,,,,,08-Jul-2002,12-Jul-2002,date between last active and last checked,4.5,failed,predated,,,0,,,,,22,1,unknown,08-Jul-2002,08-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARA08,e2002-ARA08,,63.99350,-81.73969,,,,,,,09-Jul-2002,13-Jul-2002,date between last active and last checked,4,failed,predated,,,0,,,,,22,1,unknown,09-Jul-2002,09-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARC01,e2002-ARC01,,63.99878,-81.71889,,,,,,,17-Jul-2002,17-Jul-2002,date between last active and last checked,0,failed,damaged,2,,0,,,,,22,1,unknown,17-Jul-2002,17-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 mashed eggs, defended",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARD01,e2002-ARD01,,63.99964,-81.72192,,,,,,,17-Jul-2002,17-Jul-2002,date between last active and last checked,0,failed,predated,,,0,,,,,22,,complete,17-Jul-2002,17-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP01,e2002-ARP01,,63.99367,-81.73844,,,,,,,01-Jul-2002,09-Jul-2002,date between last active and last checked,8,failed,predated,,,0,,,,,22,2,unknown,01-Jul-2002,01-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,0,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP02,e2002-ARP02,,63.99528,-81.73767,,,,,,,04-Jul-2002,10-Jul-2002,date between last active and last checked,6.5,failed,predated,,,0,,,,,22,1,unknown,04-Jul-2002,04-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP03,e2002-ARP03,,63.99789,-81.69844,,,,,,,05-Jul-2002,11-Jul-2002,date between last active and last checked,6,failed,predated,,,0,,,,,22,0,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bird on 0,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP04,e2002-ARP04,,63.99819,-81.69967,,,,,,,05-Jul-2002,17-Jul-2002,date last active,12,unknown,na,,,unk,,,,,22,1,unknown,05-Jul-2002,17-Jul-2002,19-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 1450h",,,,,,,,,,,,1,,0,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP05,e2002-ARP05,,63.99783,-81.70150,,,,,,,05-Jul-2002,12-Jul-2002,date between last active and last checked,7.5,failed,predated,1,,0,,,,,22,1,complete,05-Jul-2002,08-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 1450h",,,1,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP06,e2002-ARP06,,63.99725,-81.71167,,,,,,,05-Jul-2002,,nest still active,,still sitting when crew left,na,2,,unk,,,,,22,2,complete,05-Jul-2002,20-Jul-2002,20-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2@1, 1524h",,,2,,,,,,,,,2,,2,2,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP07,e2002-ARP07,,63.99567,-81.73653,,,,,,,05-Jul-2002,11-Jul-2002,date between last active and last checked,6,failed,predated,,,0,,,,,22,1,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,ARTE,ARP08,e2002-ARP08,,63.99189,-81.74617,,,,,,,05-Jul-2002,11-Jul-2002,date between last active and last checked,6,failed,predated,,,0,,,,,22,1,unknown,05-Jul-2002,05-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1, 1914h",,,,,,,,,,,,Failed,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA01,e2002-BBA01,,63.99278,-81.67239,,,,,,,26-Jun-2002,18-Jul-2002,hatch date,22,success,na,4,,1-4,18-Jul-2002,chick seen,20-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,26-Jun-2002,18-Jul-2002,18-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,Lay?,,,4,,,,,4@2,,,,,,,4@4.5,,,,4(no *),,,4(2*),,"4(2*,2 pips)",1 chick 1 pip,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA02,e2002-BBA02,,63.99286,-81.66553,,,,,,,26-Jun-2002,21-Jul-2002,hatch date,25,success,na,4,,3-4,21-Jul-2002,chick seen,23-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,26-Jun-2002,21-Jul-2002,21-Jul-2002,,,,,,,,,,,,,,,,,,,,,,Lay?,,,,4@1,,,,,,,,,,,,4@4,,,,4(no *),,,"4@5, no*",,4(3*),4(3*),4(4*),,"3 chicks 1 pip, 0946h",,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA03,e2002-BBA03,,63.98089,-81.69103,,,,,,,29-Jun-2002,15-Jul-2002,hatch date,16,success,na,4,,2-4,15-Jul-2002,chick seen,17-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,29-Jun-2002,15-Jul-2002,15-Jul-2002,,,,,,,,,,,,,,,,,,Lay,,,,,,,,,,,4@2,,,,,4@4,,,,4@4,,,,,,"4(2pips 2*, 1030h)",2 chicks 1 egg,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA04,e2002-BBA04,,63.97686,-81.74269,,,,,,,30-Jun-2002,19-Jul-2002,hatch date,19,success,na,4,,1-4,19-Jul-2002,chick seen,21-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,30-Jun-2002,19-Jul-2002,19-Jul-2002,,,,,,,,,,,,,,,,,,,,,,Lay?,,,,,,,,4@1,,,,,,,,,,4@4.5,,,4(1*),,,4(4*),,,"1 live pip, pr. Nearby, 1237h",,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA05,e2002-BBA05,,63.99056,-81.66694,,,,,,,01-Jul-2002,14-Jul-2002,hatch date,13,success,na,4,,4,14-Jul-2002,estimate,16-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,01-Jul-2002,13-Jul-2002,15-Jul-2002,,,,,,,,,,,,,,,,,,Lay,,,,,,,,,,,,,4@2&3,,,,,,,4@3.5,,,,,4(4*),,hatched(shell bits),,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA06,e2002-BBA06,,63.98364,-81.75186,,,,,,,09-Jul-2002,11-Jul-2002,date between last active and last checked,2.5,failed,predated,4,,0,,,25-Jun-2002,before_this_date_not_floated,25,4,complete,09-Jul-2002,09-Jul-2002,14-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4@4,,,,,"Failed, no bits",,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBA07,e2002-BBA07,,63.97458,-81.72589,,,,,,,16-Jul-2002,27-Jul-2002,hatch date,11,success,na,4,,1-4,27-Jul-2002,chick seen,29-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,16-Jul-2002,27-Jul-2002,27-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4@4.5,,,,"4@4.5-5, 1645h",,,"4@5?, 1120h",,,"1939h, 2 pip, 2*","1 Chick, 2 Pips, 1205h",,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBC01,e2002-BBC01,,64.00222,-81.67664,,,,,,,30-Jun-2002,13-Jul-2002,date between last active and last checked,13.5,failed,predated,4,,0,,,23-Jun-2002,egg floating,25,4,complete,30-Jun-2002,12-Jul-2002,15-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4@2,,,,4@3,,,,,4@3.5,,,"4@4.5, 1815h",,,0 @ 1200h,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBC02,e2002-BBC02,,63.97922,-81.68683,,,,,,,04-Jul-2002,16-Jul-2002,date between last active and last checked,12.5,failed,predated,4,,0,,,27-Jun-2002,egg floating,25,4,complete,04-Jul-2002,14-Jul-2002,19-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4@2,,,,,4@2,,,,,"4@3, 1526h",,,,,"0, no bits, 1143h",,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBC03,e2002-BBC03,,63.98717,-81.67811,,,,,,,12-Jul-2002,20-Jul-2002,date between last active and last checked,8.5,failed,predated,4,,0,,,06-Jul-2002,egg floating,25,4,complete,12-Jul-2002,18-Jul-2002,23-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4@1.5,,,,,,4@3,,,,,0,"Failed, no bits",,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBC04,e2002-BBC04,,63.97594,-81.70953,,,,,,,14-Jul-2002,26-Jul-2002,date last active,12,unknown,na,4,,unk,,,07-Jul-2002,egg floating,25,4,complete,14-Jul-2002,26-Jul-2002,26-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4@2,,"4, no*",,,,"4@3.5-4, 1704h",,,,4 no stars or 1*?,,"4, 1*, 1900h",,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBP01,e2002-BBP01,,63.98669,-81.70828,,,,,,,23-Jun-2002,25-Jun-2002,date between last active and last checked,2.5,failed,abandon,,,0,,,,,25,1,unknown,23-Jun-2002,23-Jun-2002,28-Jun-2002,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1 Abandoned?,,,,,,,,,,,,,,,,,,,,,,,,,1@1632h,,,1 egg left.,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBP02,e2002-BBP02,,63.99653,-81.68436,,,,,,,27-Jun-2002,10-Jul-2002,date between last active and last checked,13,failed,abandon,4,,0,,,20-Jun-2002,egg floating,25,4,complete,27-Jun-2002,08-Jul-2002,12-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,"4@2, 1345h",,,,,4@2,,,,,,"4@4, Aband.?",,,,0@1641h - egg bits with membrane…,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBP03,e2002-BBP03,,63.99628,-81.69475,,,,,,,26-Jun-2002,21-Jul-2002,hatch date,25,success,na,4,26-Jun-2002,4,21-Jul-2002,estimate,23-Jun-2002,hatch_date_minus_incubation_duration,25,3,incomplete,27-Jun-2002,20-Jul-2002,27-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,Lay,,"3@1, 1505h",,,,,,,4,4,,,,,,,,,"4@4.5, 1706h",active,,,"4 not light, no*",,"4, 3 pips, 1*",,,,,,,med. shell with loose membrane,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBP04,e2002-BBP04,,63.98697,-81.70694,,,,,,,01-Jul-2002,21-Jul-2002,hatch date,20,success,na,4,,3-4,21-Jul-2002,chick seen,23-Jun-2002,hatch_date_minus_incubation_duration,25,4,complete,01-Jul-2002,21-Jul-2002,21-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,Lay?,,,,,,4@3.5,,,,,,,4@4.5,,,,"4@4.5, 1256h",,,,"4@4.5, 1418h",,,4 (4 medium-heavy stars ),,"3 Chicks, 1*, 1612h",,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,BBPL,BBP05,e2002-BBP05,,64.00100,-81.68725,,,,,,,10-Jul-2002,10-Jul-2002,date last active,0,unknown,na,4,,unk,,,26-Jun-2002,before_this_date_not_floated,25,4,complete,10-Jul-2002,10-Jul-2002,10-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4@4.5, 1700h",,,,,,,,,,,,,,,,,"1 bit, successful?",,,,,,,,,,,,
,East Bay Mainland,2002,CAGO,1-12,e2002-1-12,,63.98336,-80.25475,,,,,,,21-Jun-2002,27-Jun-2002,date last active,6,unknown,na,0,,0,,,,,26.5,0,complete,21-Jun-2002,27-Jun-2002,27-Jun-2002,,,,,,,,,,,,,,,,,,,,,CAGO ,,,,,,CAGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-1,e2002-1-1,,63.99111,-80.29047,,,,,,,22-Jun-2002,19-Jul-2002,hatch date,27,success,na,3,,3,19-Jul-2002,chick seen,21-Jun-2002,hatch_date_minus_incubation_duration,28,,unknown,22-Jun-2002,19-Jul-2002,19-Jul-2002,,,,,,,,,,,,,,,,,,,,,,A,,,AB,,ABC,,,,,,,,,,,,ABC,,,,,,,,,,"2 chicks, 1 pip",,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-10,e2002-1-10,,63.98864,-80.26544,,,,,,,21-Jun-2002,27-Jun-2002,date last active,6,unknown,na,0,,0,,,,,28,0,complete,21-Jun-2002,27-Jun-2002,27-Jun-2002,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-11,e2002-1-11,,63.98844,-80.26503,,,,,,,21-Jun-2002,10-Jul-2002,date between last active and last checked,19,failed,unknown,3,,0,,,22-Jun-2002,observed_egg_laying,28,0,unknown,21-Jun-2002,10-Jul-2002,10-Jul-2002,,,,,,,,,,,,,,,,,,,,,0,0,A,,AB,,ABC,,,,,,,,,,,,,ABC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-13,e2002-1-13,,63.98206,-80.27339,,,,,,,22-Jun-2002,24-Jun-2002,date between last active and last checked,2,failed,predated,1,,0,,,,,28,1,complete,22-Jun-2002,22-Jun-2002,27-Jun-2002,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,predated after one egg,,
,East Bay Mainland,2002,HERG,1-15,e2002-1-15,,63.98967,-80.31942,,,,,,,28-Jun-2002,21-Jul-2002,hatch date,23,success,na,2,28-Jun-2002,2,21-Jul-2002,chick seen,23-Jun-2002,hatch_date_minus_incubation_duration,28,0,incomplete,21-Jun-2002,21-Jul-2002,21-Jul-2002,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,A,AB,,AB,,,,,,,,,,,,,,,,,AB,,AB,,2 chicks,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-16,e2002-1-16,,63.99106,-80.31969,,,,,,,21-Jun-2002,27-Jun-2002,date last active,6,unknown,na,0,,0,,,,,28,0,complete,21-Jun-2002,27-Jun-2002,27-Jun-2002,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-18,e2002-1-18,,63.99361,-80.33047,,,,,,,23-Jun-2002,17-Jul-2002,hatch date,24,success,na,2,,1,17-Jul-2002,chick seen,19-Jun-2002,hatch_date_minus_incubation_duration,28,,unknown,23-Jun-2002,17-Jul-2002,17-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,AB,,ABC,,,,,,,,,,,,,,2 eggs AB?,,,,,,,,"1 chick, 1 pip",,,,,,,,,,,,,,,,,,,,"Successful, but nest had 1 chick and one pipped egg at 17:27 on July 19 and nest was empty and no chicks seen at 9:48 July 21st.",,
,East Bay Mainland,2002,HERG,1-19,e2002-1-19,,63.99894,-80.32536,,,,,,,23-Jun-2002,25-Jun-2002,date last active,2,unknown,na,0,,0,,,,,28,0,complete,23-Jun-2002,25-Jun-2002,09-Jul-2002,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-2,e2002-1-2,,63.99142,-80.28672,,,,,,,25-Jun-2002,19-Jul-2002,hatch date,24,success,na,2,25-Jun-2002,1,19-Jul-2002,chick seen,21-Jun-2002,hatch_date_minus_incubation_duration,28,0,incomplete,21-Jun-2002,19-Jul-2002,19-Jul-2002,,,,,,,,,,,,,,,,,,,,,0,0,,,AB,,,AB,,,,,,,,,,,AB ,,,,,,,,,,"1 chick, 1 pip",,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-20,e2002-1-20,,64.00550,-80.33000,,,,,,,21-Jun-2002,21-Jun-2002,date between last active and last checked,0,failed,predated,1,,0,,,,,28,0,unknown,21-Jun-2002,21-Jun-2002,21-Jun-2002,,,,,,,,,,,,,,,,,,,,,0,,,,0,,A,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-21,e2002-1-21,,64.00183,-80.32144,,,,,,,21-Jun-2002,04-Jul-2002,date last active,13,unknown,na,0,,0,,,,,28,0,complete,21-Jun-2002,04-Jul-2002,04-Jul-2002,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2002,HERG,1-22,e2002-1-22,,63.99686,-80.29831,,,,,,,21-Jun-2002,27-Jun-2002,date last active,6,unknown,na,0,,0,,,,,28,0,complete,21-Jun-2002,27-Jun-2002,27-Jun-2002,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
